43.38	36.61	37.88	37.25	0
43.38	35.96	37.67	36.61	0
43.38	36.39	38.3	37.04	0
43.39	36.39	37.04	36.61	0
43.39	36.18	37.67	37.46	0
43.39	35.51	37.46	36.61	0
43.40	36.39	37.46	36.83	0
43.40	35.74	37.67	36.61	0
43.40	35.51	37.67	37.04	0
43.41	35.74	37.67	36.83	0
43.41	36.39	38.5	37.67	0
43.41	36.39	38.09	37.46	0
43.42	36.39	37.67	36.83	0
43.42	36.39	37.88	37.04	0
43.42	35.74	37.46	36.61	0
43.43	35.51	37.67	36.83	0
43.43	35.74	38.09	37.46	0
43.43	36.39	37.67	37.04	0
43.44	36.39	36.39	37.46	0
43.44	35.07	37.46	36.83	0
43.44	35.29	37.67	36.39	0
43.45	35.96	37.46	37.25	0
43.45	36.18	37.67	37.25	0
43.45	35.74	38.09	37.46	0
43.46	35.74	37.67	37.25	0
43.46	35.74	37.67	36.83	0
43.46	36.18	37.88	36.61	0
43.47	36.39	38.3	37.25	0
43.47	35.96	38.09	37.46	0
43.47	35.51	37.88	37.46	0
43.48	36.83	38.3	37.67	0
43.48	35.96	37.67	36.61	0
43.48	35.29	37.46	36.83	0
43.49	35.74	37.67	37.04	0
43.49	33.92	37.46	36.39	0
43.49	35.51	37.88	36.83	0
43.50	35.51	37.88	37.04	0
43.50	35.51	37.67	37.04	0
43.50	36.18	37.88	36.83	0
43.50	34.61	37.04	36.83	0
43.51	36.39	37.88	37.04	0
43.51	35.74	37.67	36.61	0
43.51	35.29	37.46	36.83	0
43.52	35.74	37.67	37.88	0
43.52	36.18	37.46	36.83	0
43.52	36.18	37.88	37.46	0
43.53	36.61	38.3	37.25	0
43.53	35.74	36.61	37.04	0
43.53	35.51	37.67	37.25	0
43.54	35.29	37.46	37.04	158
43.54	34.84	37.04	37.04	0
43.54	35.51	37.04	36.18	0
